Energy Monitor Ho_a Ho_g2 Ho_g1 Ho_b1 bragg Ho_b2 fluotot
7.995000000000000000e+03 7.411699700333795045e+05 2.843334800654603558e-06 4.253960243393486103e-08 1.727929429312761961e-08 2.389715252410934245e-06 4.994730041467573933e+00 -2.306940301070773960e-07 5.144482776247979658e-03
7.996000000000000000e+03 7.445781922691295622e+05 2.789789908116216076e-06 3.455102935337519278e-08 -2.014044754897175400e-16 2.347733069201907649e-06 5.023722451843881665e+00 -8.224441221967677869e-07 5.091678567983363990e-03
7.997000000000000000e+03 7.431891610165748280e+05 3.459357814717556695e-06 4.267657934158998490e-08 -2.156646039247269932e-16 2.420730889261629942e-06 5.044730997047035537e+00 -1.074367629375555172e-06 5.032634381807278741e-03
7.998000000000000000e+03 7.394695345058764797e+05 3.347836216553704198e-06 7.727547627819138983e-08 -2.309140308728274111e-16 2.222348240826358950e-06 5.038443272064504264e+00 -1.648242006259975235e-06 5.055070464553793920e-03
7.999000000000000000e+03 7.391020868945984403e+05 2.937167142366027545e-06 5.592235135276105749e-08 -2.472199591313945354e-16 2.059827502244834219e-06 4.978281531105888114e+00 2.712804744725520217e-08 5.092164362485856154e-03
8.000000000000000000e+03 7.385945000100632897e+05 2.987554329971425474e-06 3.868351777044428017e-08 6.427625473381691635e-08 2.027662149703829639e-06 4.957172987716353951e+00 6.239059571899992091e-07 5.117287194054349724e-03
8.001000000000000000e+03 7.380063944311977830e+05 3.246902524082041534e-06 1.725641831209949686e-08 7.322717938569369836e-08 2.423495667128551882e-06 4.994494165244326211e+00 -8.195883972426415916e-07 5.086120849239778724e-03
8.002000000000000000e+03 7.375222238630099455e+05 3.697207115819527267e-06 -1.015431653581638089e-23 6.022592290478575237e-08 2.366392975499036603e-06 4.956854504560896046e+00 -8.195385097223146345e-07 5.124882893628963237e-03
8.003000000000000000e+03 7.370430110634624725e+05 3.493447143935106901e-06 2.151765410088256707e-08 3.449458257572541362e-08 2.160412325726584674e-06 4.965972072076922927e+00 5.450120268997288507e-07 5.160268074503826692e-03
8.004000000000000000e+03 7.365192345298703294e+05 3.758502386136454538e-06 1.724356134694051738e-08 -3.472763940619826583e-16 2.244056496362059985e-06 4.975373363549357109e+00 8.004238032913255949e-07 5.208729491145114646e-03
8.005000000000000000e+03 7.359867926410036162e+05 3.523613271156024731e-06 2.158093902280863542e-08 4.316187767401469217e-08 2.071697934549097921e-06 4.976225972524312091e+00 -1.139215117594743047e-06 5.161265132857880897e-03
8.006000000000000000e+03 7.355168670002806466e+05 3.552932075806018654e-06 1.723622563954505207e-08 5.608160332383260849e-08 2.452835248884180431e-06 4.995217752509886644e+00 -1.721335836078011857e-06 5.150047650353372329e-03
8.007000000000000000e+03 7.350245509828628274e+05 3.895545908684022619e-06 6.492491381798892476e-08 1.722976064870097247e-08 2.427076361468622811e-06 4.992632446472964780e+00 -3.543799957682114056e-07 5.282235479071436743e-03
8.008000000000000000e+03 7.344215341418533353e+05 4.007614962074971129e-06 5.167999391604164589e-08 2.167665213826056037e-08 2.347765256699495434e-06 4.975925577182189308e+00 -1.887297744025249616e-06 5.282111146750722609e-03
8.009000000000000000e+03 7.339652082238638541e+05 4.577579709791994436e-06 2.170196465835124609e-08 1.722553374539263472e-08 2.277992700751708527e-06 4.978534276423215665e+00 -6.662946156070474745e-07 5.308728971015082981e-03
8.010000000000000000e+03 7.336244001715650083e+05 4.516022824991939362e-06 3.894558347449448275e-08 -5.206213812532549535e-16 2.060156769482360248e-06 5.014721737516808275e+00 1.621802038188715405e-06 5.421234436843330208e-03
8.011000000000000000e+03 7.330940148137890501e+05 3.991519637327415296e-06 3.897376560412170882e-08 6.529411381852377884e-08 2.122244987066799998e-06 4.992123997225946574e+00 1.716036865094031631e-06 5.374021127435525333e-03
8.012000000000000000e+03 7.324416787512763403e+05 4.389632530049521277e-06 3.900847652822136663e-08 9.522535859370158794e-08 1.938227131922760003e-06 4.915717489034059362e+00 8.096810713989927543e-07 5.177800064643104869e-03
8.013000000000000000e+03 7.277785006804999430e+05 5.022547054440001845e-06 1.720737422588093288e-08 5.646690545194719222e-08 2.087387781177537844e-06 4.903891024036684421e+00 6.365458791142003161e-07 5.181564047345205495e-03
8.014000000000000000e+03 7.281898010803782381e+05 5.599122235904304842e-06 -2.917008472165488880e-23 1.737706700479864236e-08 2.320025181710199849e-06 4.896754504729418755e+00 -2.774323612175458061e-07 5.302187186125404024e-03
8.015000000000000000e+03 7.268099293276004028e+05 5.223488530097121378e-06 2.211517926024953035e-08 -7.277934810860588315e-16 1.992801737958078601e-06 4.882870412342759536e+00 1.407872442145432259e-06 5.461448594416256491e-03
